NAME,Population,Median_Income
"Charles City County, Virginia",7014,28848
"Culpeper County, Virginia",51101,32427
"Dinwiddie County, Virginia",28485,30619
"Greene County, Virginia",19519,35259
"Hanover County, Virginia",105537,40097
"Lunenburg County, Virginia",12282,22856
"Orange County, Virginia",36010,33574
"Emporia city, Virginia",5442,19315
"Wythe County, Virginia",28844,25306
"Chesapeake city, Virginia",239982,37511
"Harrisonburg city, Virginia",53273,18223
"Albemarle County, Virginia",107405,37498
"Bedford County, Virginia",78376,31616
"Buckingham County, Virginia",17059,23248
"Wise County, Virginia",38486,20795
"Covington city, Virginia",5598,26006
"Portsmouth city, Virginia",95097,27350
"Virginia Beach city, Virginia",450201,37350
"Alleghany County, Virginia",15157,26560
"Galax city, Virginia",6517,20318
"Westmoreland County, Virginia",17751,29556
"Northumberland County, Virginia",12190,31633
"Pulaski County, Virginia",34182,27826
"Warren County, Virginia",39492,32367
"Danville city, Virginia",41070,22419
"Fredericksburg city, Virginia",28622,32193
"Amherst County, Virginia",31775,27580
"Bath County, Virginia",4307,30285
"Hopewell city, Virginia",22456,25362
"Newport News city, Virginia",179673,29837
"Frederick County, Virginia",86415,37186
"Lynchburg city, Virginia",80569,20819
"York County, Virginia",67982,42896
"Martinsville city, Virginia",12852,22126
"Nelson County, Virginia",14831,30861
"Pittsylvania County, Virginia",61256,25237
"Buena Vista city, Virginia",6484,18000
"Falls Church city, Virginia",14128,70390
"Petersburg city, Virginia",31362,22893
"Poquoson city, Virginia",12090,41388
"Fairfax city, Virginia",23531,50560
"Waynesboro city, Virginia",22140,28523
"Roanoke city, Virginia",99229,25057
"Suffolk city, Virginia",90093,36375
"Norfolk city, Virginia",244601,26694
"Amelia County, Virginia",12953,31722
"Chesterfield County, Virginia",343551,39276
"Fairfax County, Virginia",1145862,53727
"Okanogan County, Washington",41842,24978
"Kittitas County, Washington",45897,25786
"Cass County, Missouri",103597,34558
"Clinton County, Missouri",20500,32199
"Dallas County, Missouri",16617,21248
"Hickory County, Missouri",9404,20154
"Lincoln County, Missouri",56477,31168
"Monroe County, Missouri",8629,26924
"Newton County, Missouri",58180,26793
"Pike County, Missouri",18455,23088
"St. Charles County, Missouri",394290,39314
"Cape Girardeau County, Missouri",78491,26761
"Coffee County, Tennessee",55209,25585
"Fayette County, Tennessee",40164,29502
"Hancock County, Tennessee",6587,18665
"Hawkins County, Tennessee",56611,22905
"Johnson County, Tennessee",17753,17509
"Lincoln County, Tennessee",33924,27624
"Macon County, Tennessee",23842,23375
"Moore County, Tennessee",6378,31250
"Robertson County, Tennessee",70280,31153
"Franklin County, Tennessee",41725,25327
"Blount County, Tennessee",129927,28221
"Cheatham County, Tennessee",40181,30987
"Carter County, Tennessee",56433,22290
"Grainger County, Tennessee",23101,22533
"Giles County, Tennessee",29285,26631
"Lauderdale County, Tennessee",25989,22263
"Lawrence County, Tennessee",43390,23591
"Madison County, Tennessee",97625,26718
"Marion County, Tennessee",28538,23598
"Overton County, Tennessee",22068,23281
"Pickett County, Tennessee",5079,21654
"Wayne County, Tennessee",16693,21390
"Williamson County, Tennessee",225389,45817
"Bedford County, Tennessee",48292,26084
"Greene County, Tennessee",68834,22668
"Cumberland County, Tennessee",59216,24268
"Van Buren County, Tennessee",5760,21845
"Claiborne County, Tennessee",31732,20312
"Hickman County, Tennessee",24813,22891
"Humphreys County, Tennessee",18435,23413
"Putnam County, Tennessee",77447,24160
"Sevier County, Tennessee",97068,23907
"Stewart County, Tennessee",13427,24176
"Chester County, Tennessee",17190,24558
"Decatur County, Tennessee",11686,22024
"Jackson County, Tennessee",11682,19749
"McNairy County, Tennessee",25844,21602
"Roane County, Tennessee",53075,26097
"Bradley County, Tennessee",105749,26412
"Hamblen County, Tennessee",64132,23358
"Union County, Tennessee",19488,22784
"Hardin County, Tennessee",25715,21631
"Dickson County, Tennessee",52680,28052
"Morgan County, Tennessee",21545,21844
"Monroe County, Tennessee",46064,22364
"Henry County, Tennessee",32284,22462
"Crockett County, Tennessee",14399,25620
"Lake County, Tennessee",7401,17079
"Knox County, Tennessee",461104,29660
"Benton County, Washington",197518,33590
"Clark County, Washington",473252,36268
