NAME,Population,Median_Income
"Todd County, South Dakota",10308,18005
"Tripp County, South Dakota",5448,28314
"Union County, South Dakota",15659,39195
"Walworth County, South Dakota",5431,32426
"Ziebach County, South Dakota",2767,21268
"Anderson County, Tennessee",76513,27834
"Benton County, Tennessee",16133,21145
"Bledsoe County, Tennessee",14961,23396
"Bradley County, Tennessee",106924,26793
"Campbell County, Tennessee",39818,22401
"Carroll County, Tennessee",27841,23916
"Carter County, Tennessee",56452,24039
"Chester County, Tennessee",17260,26784
"Claiborne County, Tennessee",31827,21400
"Cocke County, Tennessee",35797,22277
"Coffee County, Tennessee",56024,26370
"Cumberland County, Tennessee",60016,25329
"Davidson County, Tennessee",690540,34518
"DeKalb County, Tennessee",20104,27782
"Dickson County, Tennessee",53289,29588
"Dyer County, Tennessee",37201,26730
"Fayette County, Tennessee",40612,31280
"Fentress County, Tennessee",18405,19940
"Franklin County, Tennessee",41999,25720
"Gibson County, Tennessee",49193,25431
"Giles County, Tennessee",29403,26843
"Grainger County, Tennessee",23268,22819
"Greene County, Tennessee",69077,22882
"Grundy County, Tennessee",13371,21777
"Hamblen County, Tennessee",64479,23682
"Hamilton County, Tennessee",364718,30545
"Hancock County, Tennessee",6568,19165
"Hardeman County, Tennessee",25247,23689
"Hardin County, Tennessee",25665,22884
"Hawkins County, Tennessee",56735,23848
"Haywood County, Tennessee",17391,23970
"Henderson County, Tennessee",27956,25169
"Henry County, Tennessee",32251,25013
"Hickman County, Tennessee",25017,25451
"Houston County, Tennessee",8201,22684
"Humphreys County, Tennessee",18528,24443
"Jefferson County, Tennessee",54162,23492
"Johnson County, Tennessee",17755,18774
"Lake County, Tennessee",7273,18397
"Lauderdale County, Tennessee",25689,24597
"Lewis County, Tennessee",12131,22090
"Lincoln County, Tennessee",34158,29686
"McMinn County, Tennessee",53392,24298
"McNairy County, Tennessee",25814,22804
"Madison County, Tennessee",97838,26472
"Marion County, Tennessee",28639,24015
"Maury County, Tennessee",94615,30683
"Boone County, Kentucky",132368,37773
"Boyle County, Kentucky",30090,25222
"Breathitt County, Kentucky",12802,17752
"Butler County, Kentucky",12756,24539
"Campbell County, Kentucky",93608,33019
"Carter County, Kentucky",26976,19835
"Clark County, Kentucky",36152,27835
"Crittenden County, Kentucky",8940,23335
"Edmonson County, Kentucky",12195,22718
"Estill County, Kentucky",14187,18976
"Floyd County, Kentucky",35931,19745
"Gallatin County, Kentucky",8760,25706
"Graves County, Kentucky",37125,24536
"Greenup County, Kentucky",35359,26273
"Harlan County, Kentucky",26307,18441
"Hart County, Kentucky",18833,22334
"McLean County, Kentucky",9202,28612
"Magoffin County, Kentucky",12346,16560
"Martin County, Kentucky",11421,23129
"Menifee County, Kentucky",6463,22151
"Monroe County, Kentucky",10616,21824
"Muhlenberg County, Kentucky",30815,21822
"Ohio County, Kentucky",24081,23096
"Owsley County, Kentucky",4416,16008
"Perry County, Kentucky",26266,22727
"Pulaski County, Kentucky",64789,22087
"Rowan County, Kentucky",24534,20135
"Shelby County, Kentucky",48100,31811
"Taylor County, Kentucky",25572,24265
"Trigg County, Kentucky",14569,27148
"Warren County, Kentucky",130836,26104
"Webster County, Kentucky",13021,24905
"Woodford County, Kentucky",26486,33727
"Cumberland County, Maine",294520,37226
"Kennebec County, Maine",122158,30013
"Oxford County, Maine",57741,25421
"Sagadahoc County, Maine",35720,36486
"Waldo County, Maine",39723,29742
"Aitkin County, Minnesota",15826,27660
"Freeborn County, Minnesota",30465,31118
"Hennepin County, Minnesota",1255296,41989
"Isanti County, Minnesota",40004,37061
"Jackson County, Minnesota",9873,34558
"Kittson County, Minnesota",4272,32075
"Lake County, Minnesota",10571,35134
"Lincoln County, Minnesota",5641,30541
"Mahnomen County, Minnesota",5508,25587
"Meeker County, Minnesota",23149,32367
"Mower County, Minnesota",39931,31967
"Barren County, Kentucky",44026,22816
"Nobles County, Minnesota",21667,30456
"Otter Tail County, Minnesota",58416,32705
"Pipestone County, Minnesota",9163,29310
"Ramsey County, Minnesota",546598,35188
"Renville County, Minnesota",14572,31353
"Roseau County, Minnesota",15259,34238
"Sherburne County, Minnesota",96015,40285
"Steele County, Minnesota",36710,35675
"Todd County, Minnesota",24603,29691
